List,ID,Time,Word,Translation
History,1379750,638602388279834343,"盛ん, さかん, 旺ん, 壮ん","prosperous, flourishing, thriving, successful, செழிப்பான, , popular, widespread, active, lively, energetic, vigorous, brisk, strong, enthusiastic, eager, hearty, frequent, repeated"
History,1376600,638602388130216011,"正しい, ただしい","right, correct, , proper, righteous, just, honest, truthful, lawful"
History,1427900,638602387689111744,"張る, はる, 貼る","to stick, to paste, to affix, , to stretch, to spread, to strain, to tighten, to put up (tent), to form (e.g. ice on a pond), to fill, to swell, to stick out, to slap, to post (a link, etc. online), to be expensive, to keep a watch on, to be on the lookout, to become one tile away from completion, to span, to generate"
History,1436570,638602387351852383,"締める, しめる","to tie, to fasten, to tighten, , to wear (necktie, belt), to put on, to total, to sum, to be strict with, to economize, to economise, to cut down on, to salt, to marinate, to pickle, to make sushi adding a mixture of vinegar and salt, to kill (fish, poultry, etc.)"
History,1297210,638602387117670906,"咲く, さく","to bloom, to flower, to blossom, to open, பூ, , to rise up (of breaking waves)"
History,1606590,638602386923804867,"別れる, わかれる","to part (usu. of people), to part from, to part with, to be apart from, , to separate (of a couple), to break up, to divorce, to lose (e.g. one's mother), to be bereaved"
History,1451490,638602386561073626,"動物園, どうぶつえん","zoo, zoological gardens, விலங்குக் காட்சிச்சாலை"
History,1532910,638602386452152254,"鳴る, なる","to sound, to ring, to resound, to echo, to roar, to rumble"
History,1532870,638602386245581555,"鳴く, なく, 啼く","to make sound (of an animal), to call, to cry, to whine, to sing, to chirp, , to make a meld call (e.g. pung, kong)"
History,1229840,638602386088438432,"泣く, なく, 哭く","to cry, to weep, to sob, to howl, அழு, , அழுகை"
History,1348530,638602385830461002,"小鳥, ことり","small bird, little bird"
History,1228690,638602385657235510,"急行, きゅうこう","hurrying (to somewhere), rushing, hastening, , express (train)"
History,1514960,638602385432343251,"暮れる, くれる, 眩れる, 暗れる, 昏れる","to get dark, to grow dark, , to end (of a day, year, season, etc.), to come to an end, to close, to be sunk in (e.g. despair), to be lost in (e.g. thought), to be overcome with"
History,1222770,638602385265667356,"祈る, いのる, 祷る, 禱る","to pray, to say a prayer, to say grace, வேண்டு, , to wish, to hope"
History,1284430,638602385075300664,"合う, あう, おう","to come together, to merge, to unite, to meet, கல, , to fit, to match, to suit, to agree with, to be correct, to be profitable, to be equitable, to do ... to each other, to do ... together"
History,1604550,638602384959307638,"見つかる, みつかる, 見付かる","to be found, to be discovered"
History,1290310,638602384414296564,"混ぜる, まぜる, 交ぜる, 雑ぜる","to mix, to stir, to blend"
History,1601810,638602384056218647,"髭, ひげ, 鬚, 髯, ヒゲ","moustache, beard, whiskers, தாடி, , whiskers (on a cat, etc.), feelers (on an insect, etc.), (chin) tuft, shadow (on a candlestick chart)"
History,1426590,638602383871724158,"注射, ちゅうしゃ","injection, jab, shot, ஊசி"
History,1356750,638602383637117743,"畳, たたみ, 疊","tatami mat, Japanese straw floor coverings"
History,1390360,638602383467680149,"戦争, せんそう","war, போர், யுத்தம், , fighting, fierce competition"
History,1291500,638602383312923616,"砂, すな, 沙, 砂子, いさご","sand, grit, மணல்"
History,1371920,638602363386588260,"水道, すいどう","water supply, water service, waterworks, tap water, நீர் சேவை, , channel, strait, water course, waterway"
History,1382440,638602362733636408,"石, いし","stone, கல், , jewel, precious stone, flint (in a lighter), stone (in the bladder, kidney etc.), calculus"
History,1311450,638602362634700192,"糸, いと","thread, yarn, string, நுல்"
History,1529410,638602362462101635,"夢, ゆめ","dream, கனவு"
History,1594110,638602362298209340,"仕方, しかた","way, method, means, resource, course"
History,1357980,638602362154184549,"触る, さわる","to touch, to feel, , to get involved (with), to approach, to be harmful to, to hinder, to interfere with, to irritate"
History,1403040,638602361992669085,"騒ぐ, さわぐ, 騷ぐ","to make noise, to make racket, to be noisy, , to rustle, to swoosh, to make merry, to clamor, to clamour, to make a fuss, to kick up a fuss, to lose one's cool, to panic, to act flustered, to feel tense, to be uneasy, to be excited"
History,1057850,638602361658140272,サラダ,"salad, சாலட்"
History,1258710,638602361543304645,"絹, きぬ","silk, பட்டு"
History,1928100,638602361349161875,"看護師, かんごし","(hospital) nurse, registered nurse, RN, செவிலியர்"
History,1242970,638602361166215445,"金持ち, かねもち, 金持, 銀持","rich person, பணக்கார"
History,1172400,638602360943795248,"嘘, うそ, 噓, ウソ","lie, fib, falsehood, untruth, பொய், தவரு, , mistake, error, unwise move, bad decision, no way!, unbelievable!, really?!"
History,1446760,638602360750059722,"島, しま, 嶋","island, தீவு, , one's territory (e.g. of a sex worker, organized crime gang), one's turf"
History,1272820,638602360622359219,"光る, ひかる","to shine, to glitter, to be bright"
History,1407980,638602359825266694,"多分, たぶん","perhaps, probably, , generous, many, much, great"
History,1001640,638602359696517635,"お陰, おかげ, お蔭, 御陰, 御蔭","grace (of God), benevolence (of Buddha), blessing, , assistance, help, aid, effects, influence"
aaa,-,,Empty list,
kka,-,,Empty list,
N3\N3_01,1211630,638615840958047158,"完了, かんりょう","completion, conclusion, , perfect (tense, form, aspect)"
N3\N3_01,1598350,638615840958047318,"手続き, てつづき, 手続","procedure, process, proceedings, formalities"
N3\N3_01,1512180,638615840958047361,"返却, へんきゃく","return of something, repayment"
N3\N3_01,1590240,638615840958047386,"貸出, かしだし, 貸し出し, 貸出し","lending, loaning"
N3\N3_01,1477390,638615840958047404,"発行, はっこう","publication (of a newspaper, magazine, book, etc.), issue, , issue (of banknotes, bonds, passport, etc.), raising (an event)"
N3\N3_01,1293420,638615840958047422,"再発行, さいはっこう","reissue (of a book, bond, passport, etc.), republication"
N3\N3_01,1191080,638615840958047438,"可能性, かのうせい","potentiality, likelihood, possibility, availability"
N3\N3_01,1356700,638615840958047457,"状況, じょうきょう, 情況","state of affairs, situation, conditions, circumstances, சூழ்நிலை"
N3\N3_01,1190860,638615840958047477,"可笑しい, おかしい","funny, amusing, comical, laughable, ridiculous, வேடிக்கையான, , strange, odd, peculiar, weird, wrong, unusual, eccentric, unsuitable, improper, inappropriate, unbecoming, suspicious"
N3\N3_01,1202580,638615840958047493,"開館, かいかん","opening (for that day's business; of a library, museum, cinema, etc.), , opening (of a new library, museum, cinema, etc.)"
N3\N3_01,1508620,638615840958047508,"閉館, へいかん","closing (for the day; of a library, museum, cinema, etc.), , closing down (of a library, museum, cinema, etc.)"
N3\N3_01,1836050,638615840958047527,"休館, きゅうかん","closure (of a library, museum, etc.)"
N3\N3_01,2739650,638615840958047543,"休館日, きゅうかんび","day on which a museum, library, etc. is closed, closed day"
N3\N3_01,1507720,638615840958047558,"平日, へいじつ, ひらび","weekday, ordinary days (i.e. non-holiday), , kanji radical 73"
N3\N3_01,1337500,638615840958047574,"祝日, しゅくじつ","national holiday, public holiday, விடுமுறை நாள்"
N3\N3_01,2051780,638615840958047591,"年末年始, ねんまつねんし",year-end and New Year holidays (e.g. from December 29 to January 3)
N3\N3_01,1154860,638615840958047607,"案内, あんない, あない","guidance, leading (the way), showing around, தகவல், , information, notice, notification, announcement (of one's arrival), invitation, acquaintance, knowledge"
N3\N3_01,1547510,638615840958047622,"翌日, よくじつ",next day
N3\N3_01,1393790,638615840958047640,"前日, ぜんじつ, まえび","previous day, day before, eve, prior day, preceding day"
N3\N3_01,1306200,638615840958047659,"使用, しよう","use, application, employment, utilization, utilisation"
N3\N3_01,1459400,638615840958047674,"内容, ないよう","contents, content, substance, matter, detail, import"
N3\N3_01,1315060,638615840958047690,"児童, じどう","children, juvenile"
N3\N3_01,1414170,638615840958047705,"大人, おとな, だいにん","adult, grown-up, முதிர் அகவையர்"
N3\N3_01,1444990,638615840958047721,"都市, とし","town, city, municipal, urban, நகரம், , மாநகரம்"
N3\N3_01,1308690,638615840958047737,"市民, しみん","citizen, citizenry, public, குடிமகன், குடிமகள், குடிமக்கள், பிரசை, பிரஜை, , city inhabitant, townspeople, bourgeoisie, middle class, குடியுரிமை"
N3\N3_01,1349300,638615840958047752,"尚, なお, 猶, 尚お, 猶お","still, yet, , more, still more, greater, further, as ..., like ..., furthermore, in addition, moreover, note that ..."
N3\N3_01,1416190,638615840958047767,"但し, ただし","but, however, provided that"
N3\N3_01,1538900,638615840958047783,"只, ただ, 唯, 徒, 但, 常, タダ","ordinary, common, usual, இலவசம், , free of charge, unaffected, as is, safe, only, merely, just, simply, but, however, nevertheless"
N3\N3_01,1278130,638615840958047798,"工事, こうじ",construction work
N3\N3_01,1546290,638615840958047814,"用紙, ようし","blank form, , sheets of paper, sheet of paper"
N3\N3_01,1223330,638615840958047831,"記入, きにゅう","entry (in a form, register, diary, etc.), filling in, filling out"
N3\N3_01,1559930,638615840958047844,"連絡先, れんらくさき",contact address
N3\N3_01,1436410,638615840958047903,"提出, ていしゅつ, 堤出","presentation (of documents), submission (of an application, report, etc.), production (e.g. of evidence), introduction (e.g. of a bill), filing, turning in"
N3\N3_01,1401420,638615840958047921,"窓口, まどぐち","counter, window, teller window, ticket window, , contact person, point of contact"
N3\N3_01,2028960,638615840958047937,や,"such things as ..., and ... and, , the minute (that) ..., no sooner than ..., as soon as, be, is, o, oh, huh, what, hi, yes, is it?, isn't it?"
N3\N3_01,1544970,638615840958047954,"預かる, あずかる","to look after, to take care of, to keep, to hold on to, to keep in custody, , to be put in charge of, to be given responsibility for, to be entrusted with, to withhold (an announcement), to reserve (judgment), to leave undecided, to take upon oneself (to do), to settle (a matter) oneself"
N3\N3_01,1544990,638615840958047970,"預ける, あずける","to leave (in someone's keeping), to put (in someone's care), to place (in someone's custody), to entrust (someone) with, to deposit, , to put (someone) in charge of, to leave (a matter) in someone's hands, to let (someone) decide, to lean on, to put one's weight on"
N3\N3_01,1511040,638615840958047983,"変更, へんこう","change, modification, alteration, revision, amendment, மாற்று, , மாற்றம்"
N3\N3_01,1510950,638615840958047998,"変換, へんかん","change, conversion, transformation"
N3\N3_01,1202880,638615840958048013,"開発, かいはつ, かいほつ","development, exploitation (of resources)"
N3\N3_01,1365810,638615840958048026,"身分, みぶん","(social) standing, status, position, rank, , identity, birth, origin, one's circumstances, one's means"
N3\N3_01,1365820,638615840958048040,"身分証明書, みぶんしょうめいしょ","identification papers, piece of identification, identity document, ID, அடையாள ஆவணம்"
N3\N3_01,1576630,638615840958048057,"塩, しお","salt, common salt, table salt, sodium chloride, உப்பு, லவண, , hardship, toil, trouble, saltiness, cold, unwelcoming, indifferent"
N3\N3_01,1515670,638615840958048075,"報告, ほうこく","report, information"
N3\N3_01,1515690,638615840958048090,"報告書, ほうこくしょ",(written) report
N3\N3_01,1437780,638615840958048105,"鉄, てつ, 鐵","iron (Fe), இரும்பு, , strong and hard (as iron), railway, railway enthusiast"
N3\N3_01,1408810,638615840958048118,"打つ, うつ, 拍つ, 搏つ, 撲つ, 擣つ","to hit, to strike, to knock, to beat, to punch, to slap, to tap, to bang, to clap, to pound, , to strike (noon, etc.), to sound (cymbals, etc.), to beat (a drum, etc.), to beat (rhythmically, e.g. pulse, waves, etc.), to move, to impress, to touch, to drive in, to hammer in, to put in, to inject, to vaccinate, to type, to send, to transmit, to insert, to write in, to mark, to make (noodles, etc.), to prepare, to till (soil), to sprinkle, to throw, to cast, to do, to carry out, to play, to perform, to engage in (gambling, etc.), to pay (a deposit, etc.), to visit (on a pilgrimage), to line (a coat), to bind (a criminal)"
N3\N3_01,1608720,638615840958048134,"追いかける, おいかける, 追い掛ける, 追い駆ける, 追掛ける","to chase, to run after, to pursue"
N3\N3_01,1548170,638615840958048148,"来店, らいてん","coming to a store (restaurant, bar, shop, etc.)"
N3\N3_01,1381160,638615840958048161,"誠に, まことに, 真に, 寔に, 洵に, しんに","indeed, really, absolutely, truly, actually, very, quite"
N3\N3_01,1125150,638615840958048176,ポスト,"postbox, mailbox, mail box, pillar box, , post, position, post (e.g. goalpost), post- (e.g. post-Cold War)"
N3\N3_02,1415790,638615847448475545,"宅配便, たくはいびん","express home delivery service, , express home delivery parcel (box, etc.)"
N3\N3_02,1670280,638615847448475693,"届け物, とどけもの","article to be delivered, present"
N3\N3_02,1347310,638615847448475728,"商品, しょうひん","commodity, article of commerce, goods, stock, merchandise, பொருட்கள்"
N3\N3_02,1481800,638615847448475752,"販売, はんばい, ハンバイ","sales, selling, marketing, விற்பனை"
N3\N3_02,1433400,638615847448475773,"通信販売, つうしんはんばい","online shopping service (with delivery by mail), mail order, mail-order sales, shop-by-mail service"
N3\N3_02,1473140,638615847448475789,"配達, はいたつ, はいだつ",delivery
N3\N3_02,1095360,638615847448475804,"ハイヒール, ハイ・ヒール","high heels, high-heeled shoes"
N3\N3_02,1071680,638615847448475822,スニーカー,"sneaker, sneakers, trainers"
N3\N3_02,1113130,638615847448475835,ブーツ,boots
N3\N3_02,1591330,638615847448475851,"気づく, きづく, 気付く","to notice, to realize, to realise, to become aware (of), to perceive, to sense, to suspect, , to regain consciousness, to come to (one's senses), to come round"
N3\N3_02,1221690,638615847448475865,"気になる, きになる","to weigh on one's mind, to bother one, to worry about, to be concerned about, to care about, to feel uneasy, to be anxious, , to be interested (in), to be curious (about), to wonder (about), to catch one's eye, to feel like (doing), to feel inclined to, to bring oneself to (do)"
N3\N3_02,1221680,638615847448475881,"気にする, きにする","to mind (negative nuance), to care about, to worry, to pay undue (amount of) attention to (something), கவலைப்படு"
N3\N3_02,1221740,638615847448475900,"気に入る, きにいる, 気にいる","to like, to be pleased with, to be delighted with, to take a liking to, to suit one's fancy"
N3\N3_02,1309260,638615847448475919,"思い出す, おもいだす, 思いだす, おもい出す, 思出す","to recall, to remember, to recollect, நினைவுபடுத்திக்கொள்"
N3\N3_02,1003450,638615847448475933,"きつい, キツイ, キツい","tough, hard, severe, demanding, harsh, , determined, strong-minded, forceful, formidable, fierce, strong (e.g. sunlight, alcohol), intense, (too) tight, constricting, close, extreme, unusually strong"
N3\N3_02,1179005,638615847448475949,"汚れる, よごれる","to get dirty, to become dirty, , to become sullied, to become corrupted, to lose one's chastity"
N3\N3_02,1612200,638615847448475965,"汚れ, よごれ","dirt, filth, stain, blot, spot"
N3\N3_02,1512300,638615847448475982,"返品, へんぴん","returned goods, returning purchased goods"
N3\N3_02,1271750,638615847448475999,"交換, こうかん","exchange, interchange, switching, reciprocity, barter, substitution, replacement, clearing (of checks, cheques)"
N3\N3_02,1091940,638615847448476016,"紐育, ニューヨーク, 紐約, 新約克",New York
N3\N3_02,2620790,638615847448476032,"自由の女神, じゆうのめがみ",Statue of Liberty
N3\N3_02,1497430,638615847448476050,"浮かぶ, うかぶ, 浮ぶ, 泛ぶ, 泛かぶ","to float, to be suspended, மித, , to rise to the surface, to appear, to emerge, to show up, to loom (up), to come to mind, to have inspiration"
N3\N3_02,2836924,638615847448476063,"箱根駅伝, はこねえきでん","Hakone ekiden, Hakone long-distance relay race"
N3\N3_02,1401000,638615847448476079,"相手, あいて","companion, partner, company, , other party, addressee, opponent (sports, etc.)"
N3\N3_02,1198960,638615847448476094,"解決, かいけつ","settlement, solution, resolution"
N3\N3_02,1359040,638615847448476106,"信じる, しんじる","to believe, to believe in, to place trust in, to confide in, to have faith in, நம்பு"
N3\N3_02,1359730,638615847448476122,"信頼, しんらい","reliance, trust, faith, confidence, நம்பிக்கை"
N3\N3_02,1359620,638615847448476134,"信用, しんよう","confidence, trust, faith, reputation, நம்பிக்கை, , credit (finance)"
N3\N3_02,1484150,638615847448476149,"秘密, ひみつ","secret, secrecy, confidentiality, privacy, ரகசியம், , mystery, secret (e.g. to success), esoteric teachings"
N3\N3_02,1237020,638615847448476164,"教科書, きょうかしょ","textbook, coursebook, schoolbook, பாடநூல்"
N3\N3_02,1464180,638615847448476177,"日常, にちじょう","everyday, daily, ordinary, usual, routine, regular, தினம்"
N3\N3_02,1983500,638615847448476192,"食材, しょくざい","foodstuff, ingredient"
N3\N3_02,1216280,638615847448476205,"丸で, まるで","quite, entirely, completely, at all, , as if, as though, just like"
N3\N3_02,1367120,638615847448476219,"人形, にんぎょう","doll, puppet, marionette, பொம்மை, , puppet (person under the control of another), straw man, yes-man"
N3\N3_02,1548570,638615847448476235,"落ち込む, おちこむ, 落込む, 落ちこむ","to feel down, to feel sad, to be depressed, to be in low spirits, , to be in a slump (business, economy, etc.), to be in an unfavourable condition, to fall into (e.g. a hole)"
N3\N3_02,1213440,638615847448476248,"甘える, あまえる","to behave like a spoiled child, to fawn on, , to take advantage of, to presume upon (e.g. another's benevolence), to depend on"
N3\N3_02,1597120,638615847448476262,"例え, たとえ, 喩え, 譬え","example, எடுத்துக்காட்டு, , simile, metaphor, allegory, fable, parable"
N3\N3_02,1363480,638615847448476278,"真夏, まなつ","middle of summer, height of summer, midsummer"
N3\N3_02,1364210,638615847448476293,"真冬, まふゆ","midwinter, dead of winter"
N3\N3_02,1231490,638615847448476306,"牛, うし, ぎゅう, ウシ","cattle (Bos taurus), cow, bull, ox, calf, மாடு, , beef, Chinese ""Ox"" constellation (one of the 28 mansions), பசு"
N3\N3_02,1443970,638615847448476321,"兎, うさぎ, 兔, 菟, う, ウサギ","rabbit, hare, coney, cony, lagomorph (esp. leporids), முயல்"
N3\N3_02,1397840,638615847448476334,"鼠, ねずみ, ねず, ネズミ","mouse, rat, , dark gray, dark grey, slate (color, colour)"
N3\N3_02,1177390,638615847448476349,"猿, さる, 猨, サル","monkey (esp. the Japanese macaque, Macaca fuscata), ape, non-human primate, குரங்கு, , sly person, idiot, hick, sliding wooden bolt (for holding a door or window shut), clasp used to control the height of a pot-hook, bathhouse prostitute"
N3\N3_02,1224190,638615847448476422,"鬼, おに, き","ogre, demon, oni, பேய், , spirit of a deceased person, ogre-like person (i.e. fierce, relentless, merciless, etc.), it (in a game of tag, hide-and-seek, etc.), Chinese ""ghost"" constellation (one of the 28 mansions), very, extremely, super-"
N3\N3_02,1236690,638615847448476479,"恐ろしい, おそろしい, 怖ろしい","terrible, dreadful, terrifying, frightening, , surprising, startling, tremendous, amazing"
N3\N3_02,1589200,638615847448476502,"恐れる, おそれる, 怖れる, 畏れる, 懼れる, 惧れる","to fear, to be afraid of"
N3\N3_02,1494970,638615847448476518,"不満, ふまん","dissatisfaction, discontent, displeasure, complaint, unhappiness"
N3\N3_02,1526860,638615847448476533,"満足, まんぞく, 滿足","satisfaction, contentment, gratification, திருப்தி, , sufficient, satisfactory, enough, adequate, proper, decent, satisfying (an equation)"
N3\N3_02,1356510,638615847448476549,"条件, じょうけん","condition, term, requirement, qualification, prerequisite"
N3\N3_02,1526670,638615847448476564,"満たす, みたす, 充たす","to satisfy (conditions, one's appetite, etc.), to meet (e.g. demands), to fulfill, to gratify, , to fill (e.g. a cup), to pack, to supply"
N3\N3_02,1009780,638615847448476577,"に就いて, について, に就て, に付いて","concerning, regarding, , per (e.g. 100 yen per person), for every"
N3\N3_02,1157510,638615847448476592,"異なる, ことなる, 異る","to differ, to vary, to disagree"
N3\N3_02,1227720,638615847448476608,"休憩, きゅうけい, 休けい","rest, break, recess, intermission"
N3\N3_02,1230360,638615847448476623,"給料, きゅうりょう","salary, wages, pay, சம்பளம்"
N3\N3_02,1076240,638615847448476639,"タグ, タッグ","tag, label, , game of tag, tag-team match, working together as a team"
N3\N3_02,1550140,638615847448476653,"理由, りゆう, わけ","reason, pretext, motive, காரணம்"
N3\N3_02,1254690,638615847448476666,"結果, けっか","result, consequence, outcome, effect, , as a result of ..., as a consequence of ..., after ..., following ..., bearing fruit, fruiting"
N3\N3_02,1216880,638615847448476682,"含む, ふくむ, 銜む, くくむ","to contain, to comprise, to have, to hold, to include, to embrace, , to hold in the mouth, to bear in mind, to understand, to harbor (grudge, etc.), to harbour, to express (emotion, etc.), to imply"
N3\N3_02,1470100,638615847448476696,"納品, のうひん",delivery of goods
N3\N3_02,1945090,638615847448476712,"納品書, のうひんしょ","statement of delivery, delivery slip, delivery note"
N3\N3_02,1586850,638615847448476727,"或いは, あるいは, 或るいは","or, either ... or, , maybe, perhaps, possibly, some ... and others ..., sometimes ... and at other times ..."
N3\N3_02,1264640,638615847448476740,"限る, かぎる","to restrict, to limit, to confine, , to be restricted to, to be limited to, to be confined to, to be best (for), to be the best plan, to be the only way (to)"
N3\N3_02,2356370,638615847448476755,"高画質, こうがしつ",high image quality
N3\N3_02,1048910,638615847448476771,コーチ,"coach, கோச்"
N3\N3_02,1237820,638615847448476785,"胸, むね, むな","chest, breast, முலை, , breasts, bosom, bust, heart, lungs, stomach, mind, feelings, மார்பு"
N3\N3_02,1466260,638615847448476838,"入社, にゅうしゃ","joining a company, getting a job with a company, starting work at a company"
N3\N3_03,1278510,638615856470618152,"広告, こうこく, 廣告","advertisement, advertising, விளம்பரம், , announcement, notice"
N3\N3_03,1561840,638615856470618310,"論文, ろんぶん","thesis, essay, treatise, paper, article"
N3\N3_03,1477840,638615856470618346,"発表, はっぴょう","announcement, publication, presenting, statement, communique, making known, breaking (news story), expressing (one's opinion), releasing, unveiling"
N3\N3_03,1549820,638615856470618365,"履歴書, りれきしょ","personal history, curriculum vitae, resume"
N3\N3_03,1533510,638615856470618381,"面接, めんせつ","interview (e.g. for a job), நேர்முகத் தேர்வு, , வேலைக்கான நேர்முகத் தேர்வு"
N3\N3_03,1179830,638615856470618395,"応じる, おうじる","to respond, to satisfy, to accept, to comply with, to apply for"
N3\N3_03,1353850,638615856470618411,"上達, じょうたつ","improvement (e.g. in skill, ability), advance, progress, , communication of opinions of the general populace to those of high rank"
N3\N3_03,1418160,638615856470618424,"担当, たんとう","being in charge (of an area of responsibility), being responsible (for a work role, etc.)"
N3\N3_03,1377330,638615856470618436,"正社員, せいしゃいん","regular employee, permanent employee, full-time employee"
N3\N3_03,1986080,638615856470618448,インターンシップ,internship
N3\N3_03,1173430,638615856470618463,"営業, えいぎょう","business, trade, operations, வணிகம், , sales"
N3\N3_03,1316100,638615856470618478,"時給, じきゅう","hourly pay, hourly wage"
N3\N3_03,1401210,638615856470618491,"相談, そうだん","consultation, discussion, discussing, asking (someone) for advice"
N3\N3_03,1180030,638615856470618506,"応募, おうぼ","application, subscription, entry (competition, raffle, etc.), enlistment, சந்தா"
